from.id	from.cord	to.id	to.cord
0	0	10	400000
11	440000	35	1400000
38	1520000	89	3560000
90	3600000	99	3960000
100	4000000	164	6560000
165	6600000	177	7080000
178	7120000	215	8600000
216	8640000	228	9120000
234	9360000	322	12880000
323	12920000	411	16440000
412	16480000	443	17720000
444	17760000	471	18840000
472	18880000	565	22600000
566	22640000	650	26000000
651	26040000	702	28080000
703	28120000	796	31840000
797	31880000	905	36200000
906	36240000	960	38400000
961	38440000	1232	49280000
1237	49480000	1241	49640000
1317	52680000	1624	64960000
1625	65000000	1673	66920000
1674	66960000	1724	68960000
1725	69000000	1734	69360000
1737	69480000	1881	75240000
1887	75480000	2168	86720000
2169	86760000	2228	89120000
2229	89160000	2260	90400000
2261	90440000	2329	93160000
2330	93200000	2367	94680000
2368	94720000	2431	97240000
2432	97280000	2501	100040000
2502	100080000	2533	101320000
2534	101360000	2564	102560000
2577	103080000	2580	103200000
2583	103320000	2586	103440000
2626	105040000	2630	105200000
2636	105440000	2642	105680000
2652	106080000	2655	106200000
2732	109280000	2737	109480000
2740	109600000	2744	109760000
2745	109800000	2749	109960000
2752	110080000	2755	110200000
2773	110920000	2778	111120000
2783	111320000	2811	112440000
2812	112480000	2842	113680000
2843	113720000	2913	116520000
2914	116560000	2934	117360000
2935	117400000	2944	117760000
2945	117800000	2980	119200000
2981	119240000	3070	122800000
3071	122840000	3076	123040000
3077	123080000	3101	124040000
3102	124080000	3146	125840000
3147	125880000	3218	128720000
3219	128760000	3305	132200000
3306	132240000	3340	133600000
3341	133640000	3417	136680000
3418	136720000	3430	137200000
3431	137240000	3451	138040000
3452	138080000	3491	139640000
3492	139680000	3586	143440000
3587	143480000	3634	145360000
3635	145400000	3704	148160000
3705	148200000	3887	155480000
3888	155520000	3975	159000000
3976	159040000	4096	163840000
4097	163880000	4146	165840000
4147	165880000	4168	166720000
4169	166760000	4195	167800000
4196	167840000	4215	168600000
4216	168640000	4247	169880000
4248	169920000	4317	172680000
4318	172720000	4362	174480000
4363	174520000	4432	177280000
4433	177320000	4449	177960000
4450	178000000	4523	180920000
4524	180960000	4648	185920000
4649	185960000	4684	187360000
