from.id	from.cord	to.id	to.cord
5	200000	39	1560000
40	1600000	73	2920000
74	2960000	86	3440000
87	3480000	108	4320000
109	4360000	170	6800000
171	6840000	356	14240000
357	14280000	395	15800000
396	15840000	409	16360000
410	16400000	433	17320000
434	17360000	509	20360000
510	20400000	614	24560000
615	24600000	655	26200000
656	26240000	667	26680000
670	26800000	674	26960000
677	27080000	730	29200000
731	29240000	767	30680000
768	30720000	798	31920000
800	32000000	806	32240000
808	32320000	811	32440000
813	32520000	820	32800000
822	32880000	839	33560000
840	33600000	844	33760000
845	33800000	889	35560000
890	35600000	940	37600000
941	37640000	978	39120000
979	39160000	1034	41360000
1035	41400000	1070	42800000
1071	42840000	1117	44680000
1118	44720000	1160	46400000
1161	46440000	1309	52360000
1310	52400000	1348	53920000
1349	53960000	1413	56520000
1414	56560000	1438	57520000
1439	57560000	1451	58040000
1453	58120000	1469	58760000
1547	61880000	1552	62080000
1554	62160000	1703	68120000
1704	68160000	1819	72760000
1820	72800000	2000	80000000
2001	80040000	2046	81840000
2047	81880000	2279	91160000
2280	91200000	2328	93120000
2329	93160000	2348	93920000
2349	93960000	2369	94760000
2370	94800000	2391	95640000
2395	95800000	2482	99280000
2486	99440000	2515	100600000
2516	100640000	2538	101520000
2539	101560000	2560	102400000
2561	102440000	2584	103360000
2585	103400000	2773	110920000
2774	110960000	2795	111800000
2796	111840000	2836	113440000
2837	113480000	2871	114840000
2872	114880000	2902	116080000
2903	116120000	3118	124720000
3119	124760000	3158	126320000
3159	126360000	3162	126480000
3163	126520000	3183	127320000
3184	127360000	3230	129200000
3231	129240000	3385	135400000
3386	135440000	3452	138080000
3453	138120000	3457	138280000
3501	140040000	3505	140200000
3524	140960000	3527	141080000
3543	141720000	3546	141840000
3548	141920000	3552	142080000
3592	143680000	3595	143800000
3642	145680000	3646	145840000
3680	147200000	3683	147320000
3744	149760000	3801	152040000
3802	152080000	3838	153520000
3839	153560000	3883	155320000
3884	155360000	3936	157440000
3942	157680000	3973	158920000
3974	158960000	4031	161240000
4036	161440000	4120	164800000
4121	164840000	4137	165480000
4138	165520000	4146	165840000
4147	165880000	4174	166960000
