from.id	from.cord	to.id	to.cord
6	240000	148	5920000
149	5960000	182	7280000
185	7400000	190	7600000
193	7720000	216	8640000
218	8720000	225	9000000
226	9040000	263	10520000
264	10560000	301	12040000
302	12080000	354	14160000
355	14200000	374	14960000
375	15000000	422	16880000
423	16920000	428	17120000
450	18000000	456	18240000
458	18320000	471	18840000
473	18920000	480	19200000
482	19280000	492	19680000
494	19760000	499	19960000
500	20000000	512	20480000
515	20600000	523	20920000
526	21040000	545	21800000
546	21840000	590	23600000
591	23640000	614	24560000
693	27720000	697	27880000
698	27920000	782	31280000
783	31320000	831	33240000
832	33280000	840	33600000
841	33640000	869	34760000
870	34800000	910	36400000
911	36440000	918	36720000
920	36800000	962	38480000
963	38520000	1004	40160000
1005	40200000	1009	40360000
1010	40400000	1023	40920000
1024	40960000	1048	41920000
1049	41960000	1076	43040000
1077	43080000	1086	43440000
1087	43480000	1138	45520000
1139	45560000	1196	47840000
1197	47880000	1216	48640000
1217	48680000	1247	49880000
1248	49920000	1270	50800000
1271	50840000	1299	51960000
1300	52000000	1306	52240000
1307	52280000	1334	53360000
1335	53400000	1350	54000000
1351	54040000	1381	55240000
