from.id	from.cord	to.id	to.cord
479	19160000	983	39320000
984	39360000	997	39880000
998	39920000	1296	51840000
1297	51880000	1313	52520000
1314	52560000	1336	53440000
1337	53480000	1341	53640000
1342	53680000	1345	53800000
1346	53840000	1349	53960000
1350	54000000	1353	54120000
1354	54160000	1373	54920000
1374	54960000	1418	56720000
1419	56760000	1445	57800000
1447	57880000	1467	58680000
1468	58720000	1485	59400000
1486	59440000	1590	63600000
1593	63720000	1682	67280000
1687	67480000	1822	72880000
1823	72920000	1843	73720000
1847	73880000	2130	85200000
2134	85360000	2168	86720000
2173	86920000	2291	91640000
2292	91680000	2314	92560000
2315	92600000	2341	93640000
2342	93680000	2387	95480000
