from.id	from.cord	to.id	to.cord
0	0	5	200000
6	240000	92	3680000
93	3720000	121	4840000
122	4880000	125	5000000
130	5200000	177	7080000
178	7120000	323	12920000
324	12960000	384	15360000
385	15400000	394	15760000
395	15800000	406	16240000
411	16440000	423	16920000
424	16960000	501	20040000
502	20080000	525	21000000
526	21040000	580	23200000
581	23240000	600	24000000
601	24040000	642	25680000
643	25720000	692	27680000
693	27720000	699	27960000
700	28000000	730	29200000
731	29240000	1002	40080000
1003	40120000	1053	42120000
1054	42160000	1078	43120000
1079	43160000	1107	44280000
1108	44320000	1148	45920000
1149	45960000	1193	47720000
1194	47760000	1352	54080000
1353	54120000	1376	55040000
1377	55080000	1401	56040000
1402	56080000	1568	62720000
1569	62760000	1607	64280000
1608	64320000	1630	65200000
1631	65240000	1639	65560000
1640	65600000	1648	65920000
1649	65960000	1670	66800000
1671	66840000	1710	68400000
1711	68440000	1766	70640000
1767	70680000	1794	71760000
1795	71800000	1828	73120000
1829	73160000	1840	73600000
1841	73640000	2129	85160000
2130	85200000	2149	85960000
2150	86000000	2178	87120000
2207	88280000	2238	89520000
2249	89960000	2256	90240000
2291	91640000	2304	92160000
2383	95320000	2401	96040000
2408	96320000	2447	97880000
2454	98160000	2590	103600000
2591	103640000	2675	107000000
2677	107080000	2685	107400000
2686	107440000	2752	110080000
2756	110240000	2762	110480000
2771	110840000	2774	110960000
2784	111360000	2801	112040000
2806	112240000	2827	113080000
2829	113160000	2835	113400000
2837	113480000	2840	113600000
2841	113640000	2930	117200000
2931	117240000	2934	117360000
2935	117400000	2962	118480000
2965	118600000	2972	118880000
2973	118920000	3015	120600000
3016	120640000	3047	121880000
3048	121920000	3123	124920000
3124	124960000	3278	131120000
3284	131360000	3299	131960000
3301	132040000	3386	135440000
3387	135480000	3435	137400000
3436	137440000	3555	142200000
3556	142240000	3582	143280000
3583	143320000	3652	146080000
3653	146120000	3742	149680000
3744	149760000	3763	150520000
3764	150560000	3855	154200000
3856	154240000	4005	160200000
4006	160240000	4070	162800000
4071	162840000	4121	164840000
4130	165200000	4133	165320000
4142	165680000	4145	165800000
4147	165880000	4150	166000000
4168	166720000	4171	166840000
4199	167960000	4203	168120000
4322	172880000	4326	173040000
4345	173800000	4349	173960000
4363	174520000	4366	174640000
4395	175800000	4398	175920000
4400	176000000	4408	176320000
4410	176400000	4417	176680000
4427	177080000	4430	177200000
4432	177280000	4445	177800000
4448	177920000	4452	178080000
4461	178440000	4476	179040000
4477	179080000	4506	180240000
4507	180280000	4857	194280000
4858	194320000	4927	197080000
4931	197240000	5103	204120000
5106	204240000	5186	207440000
5187	207480000	5281	211240000
5282	211280000	5337	213480000
5338	213520000	5502	220080000
5503	220120000	5553	222120000
5554	222160000	5590	223600000
5591	223640000	5676	227040000
5677	227080000	5786	231440000
5787	231480000	5805	232200000
5806	232240000	5849	233960000
5851	234040000	5885	235400000
5886	235440000	5908	236320000
