from.id	from.cord	to.id	to.cord
2	80000	28	1120000
29	1160000	80	3200000
81	3240000	123	4920000
124	4960000	233	9320000
234	9360000	256	10240000
257	10280000	289	11560000
290	11600000	340	13600000
341	13640000	357	14280000
358	14320000	389	15560000
390	15600000	415	16600000
416	16640000	444	17760000
457	18280000	484	19360000
485	19400000	550	22000000
551	22040000	595	23800000
596	23840000	662	26480000
663	26520000	732	29280000
733	29320000	756	30240000
757	30280000	776	31040000
777	31080000	828	33120000
829	33160000	894	35760000
896	35840000	940	37600000
941	37640000	970	38800000
972	38880000	978	39120000
1058	42320000	1062	42480000
1064	42560000	1070	42800000
1071	42840000	1155	46200000
1173	46920000	1178	47120000
1188	47520000	1191	47640000
1207	48280000	1216	48640000
1234	49360000	1249	49960000
1250	50000000	1260	50400000
1261	50440000	1278	51120000
1300	52000000	1316	52640000
1317	52680000	1394	55760000
1395	55800000	1439	57560000
1440	57600000	1475	59000000
1476	59040000	1533	61320000
1534	61360000	1800	72000000
1803	72120000	1808	72320000
1810	72400000	1828	73120000
1832	73280000	1835	73400000
1872	74880000	1875	75000000
1877	75080000	1880	75200000
1881	75240000	1898	75920000
1899	75960000	1915	76600000
1916	76640000	2155	86200000
2156	86240000	2172	86880000
2173	86920000	2188	87520000
2191	87640000	2213	88520000
2214	88560000	2225	89000000
2231	89240000	2255	90200000
2256	90240000	2312	92480000
2313	92520000	2447	97880000
2448	97920000	2481	99240000
2482	99280000	2544	101760000
2545	101800000	2570	102800000
2571	102840000	2583	103320000
2584	103360000	2598	103920000
2599	103960000	2650	106000000
2651	106040000	2699	107960000
2700	108000000	2849	113960000
2850	114000000	2953	118120000
2954	118160000	3020	120800000
3021	120840000	3063	122520000
3064	122560000	3121	124840000
3122	124880000	3146	125840000
3148	125920000	3178	127120000
3179	127160000	3183	127320000
3184	127360000	3206	128240000
3207	128280000	3215	128600000
