from.id	from.cord	to.id	to.cord
4	160000	28	1120000
30	1200000	81	3240000
84	3360000	106	4240000
108	4320000	276	11040000
277	11080000	317	12680000
318	12720000	330	13200000
331	13240000	388	15520000
389	15560000	426	17040000
427	17080000	459	18360000
460	18400000	484	19360000
485	19400000	488	19520000
571	22840000	574	22960000
576	23040000	579	23160000
624	24960000	630	25200000
652	26080000	657	26280000
734	29360000	739	29560000
781	31240000	785	31400000
834	33360000	837	33480000
924	36960000	930	37200000
931	37240000	978	39120000
979	39160000	995	39800000
996	39840000	1016	40640000
1017	40680000	1040	41600000
1041	41640000	1091	43640000
1092	43680000	1095	43800000
1096	43840000	1154	46160000
1155	46200000	1193	47720000
1194	47760000	1269	50760000
1280	51200000	1289	51560000
1370	54800000	1709	68360000
1710	68400000	1742	69680000
1744	69760000	1751	70040000
1752	70080000	1773	70920000
1774	70960000	1793	71720000
1794	71760000	1828	73120000
1829	73160000	1841	73640000
1843	73720000	1864	74560000
1865	74600000	1887	75480000
1888	75520000	1912	76480000
1913	76520000	2055	82200000
2056	82240000	2095	83800000
2096	83840000	2128	85120000
2129	85160000	2157	86280000
2158	86320000	2236	89440000
2245	89800000	2255	90200000
2256	90240000	2282	91280000
2283	91320000	2342	93680000
2345	93800000	2350	94000000
2351	94040000	2406	96240000
2411	96440000	2444	97760000
2445	97800000	2465	98600000
2466	98640000	2513	100520000
2517	100680000	2520	100800000
2521	100840000	2540	101600000
2541	101640000	2585	103400000
2586	103440000	2630	105200000
2631	105240000	2676	107040000
2677	107080000	2804	112160000
2805	112200000	2909	116360000
2910	116400000	2973	118920000
2974	118960000	3023	120920000
3024	120960000	3041	121640000
3042	121680000	3089	123560000
3090	123600000	3114	124560000
3115	124600000	3262	130480000
